Id,Label,timeset,user_id,file,image,type,statuses,friends,followers,listed,ffr,lfr,shape
95,KekPsyOps,,802328790240104449,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/802328790240104449.jpg,friends,135,280,836,7,2.9857,0.0837,triangle-up
13,MarkDice,,35039490,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/35039490.png,friends,29796,174,283771,2509,1630.8678,0.0884,triangle-up
122,LeoDiCaprio,,133880286,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/133880286.jpg,friends,1069,144,18477524,36898,128316.1389,0.02,triangle-up
32,GrrrGraphics,,127941629,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/127941629.jpg,friends,23542,3158,99082,1084,31.3749,0.1094,triangle-up
167,_ThatGuyT,,291991463,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/291991463.jpg,friends,61021,629,28312,311,45.0111,0.1098,triangle-up
135,rezaaslan,,262856460,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/262856460.jpg,friends,46954,856,262215,3577,306.3259,0.1364,triangle-up
92,CaliAntifa,,855128849423765504,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/855128849423765504.jpg,friends,8348,415,521,12,1.2554,0.2303,triangle-up
19,TomiLahren,,468646961,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/468646961.jpg,friends,10622,925,855686,3510,925.0659,0.041,triangle-up
273,ANTIFAphilly,,846286971735621633,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/846286971735621633.jpg,friends,61,106,147,21,1.3868,1.4286,triangle-up
271,femfreq,,56768257,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/56768257.png,friends,7168,1618,739895,5218,457.2899,0.0705,triangle-up
323,1791L,,758856499456200705,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/758856499456200705.jpg,friends,8963,208,7680,43,36.9231,0.056,triangle-up
88,antifaintl,,2663717791,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/2663717791.jpg,friends,3767,52,4279,51,82.2885,0.1192,triangle-up
78,JulianAssange,,388983706,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/388983706.jpg,friends,3273,1,460583,2566,460583,0.0557,triangle-up
163,Undies4Humanity,,803776560499019776,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/803776560499019776.jpg,friends,214,634,625,6,0.9858,0.096,triangle-down
93,WVAPHX,,4613495425,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/4613495425.jpg,friends,300,192,1148,16,5.9792,0.1394,triangle-up
277,apoliticvoice,,745495346315309057,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/745495346315309057.jpg,friends,5015,3541,7836,87,2.2129,0.111,triangle-up
62,MarALagoAntifa,,847853719484071937,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/847853719484071937.jpg,friends,14902,369,10336,51,28.0108,0.0493,triangle-up
83,fletcherperiod,,848507566971904000,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/848507566971904000.jpg,friends,24114,1230,1295,5,1.0528,0.0386,triangle-up
228,JaxAntifa,,864841293339512832,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/864841293339512832.jpg,friends,5,0,225,3,0,0.1333,triangle-down
279,CAIRNational,,203060129,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/203060129.jpg,friends,52097,1362,42289,887,31.0492,0.2097,triangle-up
55,AntiFascistNetw,,923583440,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/923583440.jpg,friends,5382,196,19743,182,100.7296,0.0922,triangle-up
229,AntifaHamptons,,777196689652232192,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/777196689652232192.jpg,friends,1404,39,392,7,10.0513,0.1786,triangle-up
1,Gavin_McInnes,,147580943,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/147580943.jpg,friends,17847,503,232044,2129,461.3201,0.0917,triangle-up
288,voxdotcom,,2347049341,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/2347049341.jpg,friends,68635,230,648220,13518,2818.3478,0.2085,triangle-up
91,Chicago_ARA,,793883176229826561,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/793883176229826561.jpg,friends,766,171,1994,34,11.6608,0.1705,triangle-up
327,ProgressPolls,,710990834972233728,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/710990834972233728.jpg,friends,3245,60,127614,632,2126.9,0.0495,triangle-up
196,lporiginalg,,110835004,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/110835004.jpg,friends,6605,130,6533,47,50.2538,0.0719,triangle-up
248,MuslimIQ,,85583894,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/85583894.jpg,friends,98251,620,121394,1494,195.7968,0.1231,triangle-up
332,ChrisRGun,,44054652,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/44054652.jpg,friends,28183,612,116750,307,190.768,0.0263,triangle-up
185,shane_bauer,,415985101,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/415985101.jpg,friends,8878,715,35537,893,49.7021,0.2513,triangle-up
250,TimKennedyMMA,,61283362,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/61283362.jpg,friends,12550,245,162990,1212,665.2653,0.0744,triangle-up
46,JamesOKeefeIII,,16989178,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/16989178.jpg,friends,8738,1048,338381,3714,322.8826,0.1098,triangle-up
298,LeviSmithUSA,,849283752761098242,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/849283752761098242.jpg,friends,207,223,29145,176,130.6951,0.0604,triangle-up
99,AntifaAnchorage,,847761800099581952,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/847761800099581952.jpg,friends,2880,142,1225,17,8.6268,0.1388,triangle-up
28,RubinReport,,18379614,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/18379614.jpg,friends,68323,760,265529,1936,349.3803,0.0729,triangle-up
244,cenkuygur,,429227921,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/429227921.jpg,friends,20104,500,314982,4120,629.964,0.1308,triangle-up
255,Antifaca,,859534816492093440,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/859534816492093440.jpg,friends,233,84,309,3,3.6786,0.0971,triangle-up
283,mmfa,,13493302,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/13493302.jpg,friends,69357,2433,320167,9750,131.5935,0.3045,triangle-up
154,AntifaBuckhead,,848300648277868546,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/848300648277868546.jpg,friends,112,94,334,4,3.5532,0.1198,triangle-up
49,VenturaAntifa,,848009443094667264,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/848009443094667264.jpg,friends,21,126,252,7,2,0.2778,triangle-up
140,billmaher,,19697415,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/19697415.jpg,friends,3720,42,9403394,40122,223890.3333,0.0427,triangle-up
179,EndorAntifa,,854430136778862594,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/854430136778862594.jpg,friends,57,254,114,4,0.4488,0.3509,triangle-down
242,WestTexasAntifa,,862401089911615489,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/862401089911615489.jpg,friends,1430,89,170,8,1.9101,0.4706,triangle-up
74,Timcast,,27000730,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/27000730.jpg,friends,18163,636,154962,3172,243.6509,0.2047,triangle-up
265,thehill,,1917731,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/1917731.jpg,friends,362367,854,2768385,22548,3241.6686,0.0814,triangle-up
222,realJamesAllsup,,2995401932,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/2995401932.jpg,friends,14137,1019,19902,218,19.5309,0.1095,triangle-up
25,TuckerCarlson,,22703645,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/22703645.jpg,friends,3307,100,1200517,6686,12005.17,0.0557,triangle-up
157,NoVAntifa,,849719355717890049,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/849719355717890049.jpg,friends,57,25,365,7,14.6,0.1918,triangle-up
199,NewportAntifa,,847979499014770688,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/847979499014770688.jpg,friends,464,93,490,7,5.2688,0.1429,triangle-up
262,johnpodesta,,1071777608,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/1071777608.jpg,friends,1770,214,182969,2160,854.9953,0.1181,triangle-up
212,mic,,139909832,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/139909832.jpg,friends,83133,1119,185126,3896,165.4388,0.2105,triangle-up
41,NorthNjAntifa,,796424530164121600,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/796424530164121600.jpg,friends,427,72,2305,27,32.0139,0.1171,triangle-up
72,sfliberty,,18433784,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/18433784.jpg,friends,20784,3298,31349,700,9.5055,0.2233,triangle-up
214,AJEnglish,,4970411,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/4970411.jpg,friends,189106,239,4480971,51493,18748.8326,0.1149,triangle-up
137,SenSanders,,29442313,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/29442313.jpg,friends,17494,2032,6499267,23329,3198.4582,0.0359,triangle-up
107,AntifaGTA,,848421539771027456,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/848421539771027456.jpg,friends,472,73,368,8,5.0411,0.2174,triangle-up
176,ldnantifascists,,1640418060,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/1640418060.png,friends,1192,335,8390,81,25.0448,0.0965,triangle-up
313,Liz_Wheeler,,264361128,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/264361128.jpg,friends,25860,573,123651,900,215.7958,0.0728,triangle-up
10,RealAlexJones,,109065990,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/109065990.jpg,friends,37558,429,726490,7835,1693.4499,0.1078,triangle-up
111,georgesoros,,23125257,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/23125257.jpg,friends,799,4,141540,2444,35385,0.1727,triangle-up
144,BarrowAntifa,,848344916472115200,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/848344916472115200.jpg,friends,638,180,574,18,3.1889,0.3136,triangle-up
300,OfficialAntifa,,857321147293151234,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/857321147293151234.jpg,friends,1098,332,7109,117,21.4127,0.1646,triangle-up
200,communistsusa,,22424645,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/22424645.jpg,friends,11227,15,14072,347,938.1333,0.2466,triangle-up
14,joerogan,,18208354,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/18208354.jpg,friends,39902,3673,3685987,19127,1003.5358,0.0519,triangle-up
305,aharperrose,,228263630,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/228263630.jpg,friends,1649,681,1392,13,2.0441,0.0934,triangle-up
52,KeyWestAntifa,,847981406991114241,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/847981406991114241.jpg,friends,753,222,1477,16,6.6532,0.1083,triangle-up
275,TheDemocrats,,14377605,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/14377605.jpg,friends,21852,1177,1369575,9906,1163.6151,0.0723,triangle-up
147,TexarkanaAntifa,,848302218633543680,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/848302218633543680.jpg,friends,3,25,98,4,3.92,0.4082,triangle-up
183,HHAntifa,,1252965943,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/1252965943.jpg,friends,140,282,311,7,1.1028,0.2251,triangle-up
79,amyharvard_,,257824868,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/257824868.jpg,friends,19634,3219,13997,319,4.3482,0.2279,triangle-up
312,ADL_National,,19670226,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/19670226.jpg,friends,20698,3487,61928,1166,17.7597,0.1883,triangle-up
259,BretWeinstein,,78683448,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/78683448.jpg,friends,2567,428,41013,267,95.8248,0.0651,triangle-up
43,AntifaCentCom,,847983213574225920,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/847983213574225920.jpg,friends,162,39,363,5,9.3077,0.1377,triangle-up
205,MaajidNawaz,,46078438,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/46078438.jpg,friends,60894,427,172330,2053,403.5831,0.1191,triangle-up
120,AustinAntifa,,847659164708913153,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/847659164708913153.jpg,friends,270,96,549,8,5.7188,0.1457,triangle-up
230,kekistanpost,,828688977649602561,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/828688977649602561.jpg,friends,247,99,12721,26,128.4949,0.0204,triangle-up
175,miami_antifa,,859283587077738496,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/859283587077738496.jpg,friends,493,267,134,4,0.5019,0.2985,triangle-down
4,Cernovich,,358545917,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/358545917.jpg,friends,74851,1637,352388,3455,215.2645,0.098,triangle-up
320,pewdiepie,,39538010,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/39538010.jpg,friends,114,485,12610536,11306,26001.1052,0.009,triangle-up
132,womensmarch,,800942537083068416,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/800942537083068416.jpg,friends,11798,491,524428,2817,1068.0815,0.0537,triangle-up
110,RaheemKassam,,125128723,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/125128723.jpg,friends,31264,1146,78815,884,68.774,0.1122,triangle-up
186,AscotAntifa,,853891309375037441,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/853891309375037441.jpg,friends,560,278,124,5,0.446,0.4032,triangle-down
257,BuzzFeed,,5695632,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/5695632.png,friends,179197,3116,6124683,22391,1965.5594,0.0366,triangle-up
109,feelingsPHD,,848373904020312065,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/848373904020312065.jpg,friends,7574,323,1176,37,3.6409,0.3146,triangle-up
302,FarLeftWatchOrg,,892130360888352773,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/892130360888352773.jpg,friends,588,154,15318,100,99.4675,0.0653,triangle-up
77,CassandraRules,,902200087,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/902200087.jpg,friends,98181,1027,123779,1759,120.5248,0.1421,triangle-up
106,UES_Antifa,,848227845621108736,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/848227845621108736.jpg,friends,441,1035,210,5,0.2029,0.2381,triangle-down
82,neiltyson,,19725644,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/19725644.jpg,friends,5573,43,9511459,45322,221196.7209,0.0476,triangle-up
128,FreeHugsProject,,715413574953279488,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/715413574953279488.jpg,friends,929,832,11338,60,13.6274,0.0529,triangle-up
208,ty2010b,,3010312991,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/3010312991.jpg,friends,250919,2023,2526,274,1.2486,1.0847,triangle-up
177,thinkprogress,,55355654,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/55355654.jpg,friends,106376,856,845236,14100,987.4252,0.1668,triangle-up
125,OrwellNGoode,,499230066,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/499230066.jpg,friends,31492,1174,40624,274,34.6031,0.0674,triangle-up
188,antifa_bc,,847984597870583809,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/847984597870583809.jpg,friends,74,118,203,2,1.7203,0.0985,triangle-up
89,MontanaAntifa,,817675695040135168,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/817675695040135168.jpg,friends,308,110,1239,21,11.2636,0.1695,triangle-up
274,MattWalshBlog,,1500129642,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/1500129642.jpg,friends,21151,393,107267,1478,272.944,0.1378,triangle-up
39,AnarcAntifa,,954197461,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/954197461.jpg,friends,51952,2057,4245,187,2.0637,0.4405,triangle-up
232,TheAtlantic,,35773039,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/35773039.jpg,friends,125581,1036,1601797,27893,1546.1361,0.1741,triangle-up
3,PrisonPlanet,,18643437,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/18643437.jpg,friends,45069,423,724793,6446,1713.4586,0.0889,triangle-up
168,CelebrityAntifa,,859165976423747587,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/859165976423747587.jpg,friends,44,67,68,3,1.0149,0.4412,triangle-up
206,Antifa_Butlins,,813142594964385793,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/813142594964385793.jpg,friends,254,148,130,3,0.8784,0.2308,triangle-down
226,KTHopkins,,21439144,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/21439144.jpg,friends,57060,78,822529,2266,10545.2436,0.0275,triangle-up
21,JonahNRO,,71627462,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/71627462.jpg,friends,104568,1064,259087,5408,243.5028,0.2087,triangle-up
37,antifa_knox,,800127040217153537,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/800127040217153537.jpg,friends,8,96,784,27,8.1667,0.3444,triangle-up
24,Oathkeepers,,23658557,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/23658557.jpg,friends,2612,49,19528,482,398.5306,0.2468,triangle-up
130,YoungDems4Trump,,3498448812,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/3498448812.jpg,friends,15004,3399,129680,671,38.1524,0.0517,triangle-up
311,josh_hammer,,38813274,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/38813274.jpg,friends,82559,1865,16684,261,8.9458,0.1564,triangle-up
50,Punished_Snek,,847834213818806275,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/847834213818806275.jpg,friends,634,259,299,6,1.1544,0.2007,triangle-up
261,unsavoryagents,,84155118,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/84155118.jpg,friends,10747,369,23839,274,64.6043,0.1149,triangle-up
225,Rambobiggs,,70024758,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/70024758.jpg,friends,38560,1574,404912,1071,257.2503,0.0265,triangle-up
6,AnnCoulter,,196168350,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/196168350.jpg,friends,30218,817,1722136,12239,2107.8776,0.0711,triangle-up
264,PoliticalKathy,,735221894853591040,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/735221894853591040.jpg,friends,9998,224,27778,164,124.0089,0.059,triangle-up
48,BuckheadAntifa,,847970588773818368,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/847970588773818368.jpg,friends,1,9,155,4,17.2222,0.2581,triangle-up
119,Shlomojuice,,819242596572610560,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/819242596572610560.jpg,friends,441,34,748,6,22,0.0802,triangle-up
278,BushwickAntifa,,855615260467900416,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/855615260467900416.jpg,friends,64,75,93,0,1.24,0,triangle-up
20,MeninistHQ,,743846895215329281,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/743846895215329281.jpg,friends,1329,532,5013,8,9.4229,0.016,triangle-up
146,StKatAntifa,,848585955657347072,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/848585955657347072.jpg,friends,150,40,512,8,12.8,0.1562,triangle-up
35,BevHillsAntifa,,847356759270277125,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/847356759270277125.jpg,friends,2291,1078,22787,209,21.1382,0.0917,triangle-up
149,SeamiesGhost,,3256372636,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/3256372636.jpg,friends,72,41,152,4,3.7073,0.2632,triangle-up
269,faisalalmutar,,232363184,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/232363184.jpg,friends,6422,2928,26097,368,8.9129,0.141,triangle-up
12,StefanMolyneux,,313038011,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/313038011.jpg,friends,16236,49,253169,2259,5166.7143,0.0892,triangle-up
31,DLoesch,,7702542,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/7702542.jpg,friends,113281,3903,637385,7772,163.3064,0.1219,triangle-up
16,proudboysgirls,,843125679931703296,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/843125679931703296.jpg,friends,3634,702,3986,12,5.6781,0.0301,triangle-up
26,bear_ing,,3459422594,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/3459422594.jpg,friends,5834,685,75960,164,110.8905,0.0216,triangle-up
237,DaveCullenCF,,117401797,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/117401797.jpg,friends,17470,113,32529,298,287.8673,0.0916,triangle-up
54,KekistanAntifa1,,30458840,officialantifa.dat,/Users/kettlewell/Desktop/twecoll-master/img/30458840.jpg,friends,9709,1743,2094,31,1.2014,0.148,triangle-up
